rank,combination,n_interior,total_knots,theta_dim,seed,fitness,phi,export_date
2361,3_2_2_3_2,"[3, 2, 2, 3, 2]",18,37,1,3.31936666,5.955206249870247e-9,2026-06-19T22:26:16.191
2362,5_4_5_1_2,"[5, 4, 5, 1, 2]",23,47,1,3.31937084,5.9433077398467066e-9,2026-06-19T20:55:07.223
2363,1_5_4_4_1,"[1, 5, 4, 4, 1]",21,43,1,3.31941528,5.955206249870247e-9,2026-06-19T18:15:03.267
2364,2_1_1_5_5,"[2, 1, 1, 5, 5]",20,41,1,3.31946088,5.866544779545957e-9,2026-06-21T18:12:55.362
2365,3_4_1_2_2,"[3, 4, 1, 2, 2]",18,37,1,3.31946885,5.925504534787157e-9,2026-06-19T21:10:02.200
2366,4_1_1_3_5,"[4, 1, 1, 3, 5]",20,41,1,3.31947974,5.937367402770419e-9,2026-06-21T15:45:56.123
2367,4_3_2_2_4,"[4, 3, 2, 2, 4]",21,43,1,3.31955539,5.997038937208364e-9,2026-06-20T09:52:01.064
2368,4_1_1_1_1,"[4, 1, 1, 1, 1]",14,29,1,3.31955949,5.878289610020574e-9,2026-06-19T13:58:45.629
2369,1_2_4_3_1,"[1, 2, 4, 3, 1]",17,35,1,3.31956142,5.860681167061301e-9,2026-06-19T16:48:37.128
2370,2_5_5_1_5,"[2, 5, 5, 1, 5]",24,49,1,3.31961702,5.973098693866522e-9,2026-06-21T14:31:34.758
2371,1_4_2_5_5,"[1, 4, 2, 5, 5]",23,47,1,3.31967557,5.913665368829914e-9,2026-06-21T18:29:08.440
2372,4_5_3_4_1,"[4, 5, 3, 4, 1]",23,47,1,3.31968113,6.027099219975755e-9,2026-06-19T18:02:30.992
2373,3_2_5_5_4,"[3, 2, 5, 5, 4]",25,51,1,3.31973636,5.955206249870247e-9,2026-06-20T14:15:13.184
2374,3_3_3_2_2,"[3, 3, 3, 2, 2]",19,39,1,3.31991566,5.884170839755366e-9,2026-06-19T21:37:07.223
2375,4_4_4_4_2,"[4, 4, 4, 4, 2]",24,49,1,3.31992144,5.878289610020574e-9,2026-06-20T00:25:57.527
2376,3_4_3_5_1,"[3, 4, 3, 5, 1]",22,45,1,3.31992894,5.979074780105508e-9,2026-06-19T19:13:53.678
2377,3_1_1_3_1,"[3, 1, 1, 3, 1]",15,31,1,3.31995914,5.878289610020574e-9,2026-06-19T16:12:41.250
2378,4_2_4_2_1,"[4, 2, 4, 2, 1]",19,39,1,3.31999999,6.0090450171606994e-9,2026-06-19T15:44:02.545
2379,2_4_5_3_1,"[2, 4, 5, 3, 1]",21,43,1,3.32001986,6.0090450171606994e-9,2026-06-19T17:15:06.391
2380,3_1_2_3_1,"[3, 1, 2, 3, 1]",16,33,1,3.32003276,5.9077546593084175e-9,2026-06-19T16:19:54.889
2381,1_4_3_4_1,"[1, 4, 3, 4, 1]",19,39,1,3.32008373,5.961164434716032e-9,2026-06-19T17:53:37.218
2382,1_3_3_3_2,"[1, 3, 3, 3, 2]",18,37,1,3.3201455,5.937367402770419e-9,2026-06-19T22:46:15.713
2383,1_3_5_2_2,"[1, 3, 5, 2, 2]",19,39,1,3.3201522,5.9314330030620284e-9,2026-06-19T22:02:17.783
2384,2_3_2_3_2,"[2, 3, 2, 3, 2]",18,37,1,3.32017552,5.913665368829914e-9,2026-06-19T22:34:37.866
2385,4_2_4_5_5,"[4, 2, 4, 5, 5]",26,53,1,3.32021127,5.878289610020574e-9,2026-06-21T18:53:36.157
2386,1_2_3_2_1,"[1, 2, 3, 2, 1]",15,31,1,3.32022259,5.955206249870247e-9,2026-06-19T15:22:45.286
2387,5_1_5_5_2,"[5, 1, 5, 5, 2]",24,49,1,3.32025102,5.895950957626036e-9,2026-06-20T01:45:21.092
2388,1_1_1_2_5,"[1, 1, 1, 2, 5]",16,33,1,3.3202646,5.925504534787157e-9,2026-06-21T14:29:17.691
2389,1_2_3_3_4,"[1, 2, 3, 3, 4]",19,39,1,3.32030702,5.913665368829914e-9,2026-06-20T11:15:34.833
2390,3_3_3_1_2,"[3, 3, 3, 1, 2]",18,37,1,3.32030998,5.9314330030620284e-9,2026-06-19T20:22:01.765
2391,4_4_5_2_2,"[4, 4, 5, 2, 2]",23,47,1,3.32032344,5.9433077398467066e-9,2026-06-19T22:12:30.244
2392,4_3_1_3_2,"[4, 3, 1, 3, 2]",19,39,1,3.32041606,5.884170839755366e-9,2026-06-19T22:20:16.090
2393,2_4_3_5_1,"[2, 4, 3, 5, 1]",21,43,1,3.32072961,5.913665368829914e-9,2026-06-19T19:14:57.602
2394,1_4_1_1_1,"[1, 4, 1, 1, 1]",14,29,1,3.32074103,5.913665368829914e-9,2026-06-19T13:53:15.008
2395,5_4_5_5_2,"[5, 4, 5, 5, 2]",27,55,1,3.32079976,5.961164434716032e-9,2026-06-20T01:58:40.049
2396,2_2_2_2_5,"[2, 2, 2, 2, 5]",19,39,1,3.32090085,5.9018498575420515e-9,2026-06-21T14:53:30.805
2397,2_2_5_1_2,"[2, 2, 5, 1, 2]",18,37,1,3.32095994,5.955206249870247e-9,2026-06-19T20:47:48.422
2398,4_1_1_1_3,"[4, 1, 1, 1, 3]",16,33,1,3.32096158,5.872414258575902e-9,2026-06-20T02:00:42.541
2399,5_2_2_4_1,"[5, 2, 2, 4, 1]",20,41,1,3.32099707,5.9433077398467066e-9,2026-06-19T17:41:34.365
2400,2_1_2_5_5,"[2, 1, 2, 5, 5]",21,43,1,3.32099996,5.9433077398467066e-9,2026-06-21T18:21:38.716
2401,4_1_4_1_3,"[4, 1, 4, 1, 3]",19,39,1,3.32100699,5.9850568454197515e-9,2026-06-20T02:44:42.731
2402,1_2_3_3_2,"[1, 2, 3, 3, 2]",17,35,1,3.3210087,5.9018498575420515e-9,2026-06-19T22:45:16.287
2403,1_2_4_4_1,"[1, 2, 4, 4, 1]",18,37,1,3.32102053,5.973098693866522e-9,2026-06-19T18:01:37.469
2404,1_2_3_3_1,"[1, 2, 3, 3, 1]",16,33,1,3.321046,5.895950957626036e-9,2026-06-19T16:38:15.142
2405,1_4_5_3_2,"[1, 4, 5, 3, 2]",21,43,1,3.32108509,5.860681167061301e-9,2026-06-19T23:14:12.487
2406,2_1_2_3_1,"[2, 1, 2, 3, 1]",15,31,1,3.32108779,5.949254020231208e-9,2026-06-19T16:19:07.477
2407,1_2_5_3_2,"[1, 2, 5, 3, 2]",19,39,1,3.32109357,5.85482341525828e-9,2026-06-19T23:14:25.917
2408,3_5_5_4_2,"[3, 5, 5, 4, 2]",25,51,1,3.32110532,5.955206249870247e-9,2026-06-20T00:45:46.589
2409,1_3_4_4_2,"[1, 3, 4, 4, 2]",20,41,1,3.32124992,5.961164434716032e-9,2026-06-20T00:16:55.514
2410,2_1_2_4_4,"[2, 1, 2, 4, 4]",19,39,1,3.3213291,5.9314330030620284e-9,2026-06-20T12:07:50.083
2411,1_2_3_2_3,"[1, 2, 3, 2, 3]",17,35,1,3.32137639,5.9018498575420515e-9,2026-06-20T03:44:10.171
2412,4_5_5_1_3,"[4, 5, 5, 1, 3]",24,49,1,3.32175177,5.9671285807267275e-9,2026-06-20T03:12:54.745
2413,4_1_3_4_3,"[4, 1, 3, 4, 3]",21,43,1,3.32179383,5.9077546593084175e-9,2026-06-20T06:15:57.815
2414,1_2_3_1_2,"[1, 2, 3, 1, 2]",15,31,1,3.32181319,5.937367402770419e-9,2026-06-19T20:16:36.991
2415,4_2_2_4_1,"[4, 2, 2, 4, 1]",19,39,1,3.32185991,5.955206249870247e-9,2026-06-19T17:41:24.279
2416,1_5_1_5_2,"[1, 5, 1, 5, 2]",20,41,1,3.32187088,6.003038975664783e-9,2026-06-20T00:54:22.584
2417,2_1_2_3_5,"[2, 1, 2, 3, 5]",19,39,1,3.32188373,5.8372852653909166e-9,2026-06-21T16:06:54.082
2418,1_1_5_5_5,"[1, 1, 5, 5, 5]",23,47,1,3.32189387,6.0150570677021345e-9,2026-06-21T19:09:43.252
2419,2_5_3_2_5,"[2, 5, 3, 2, 5]",23,47,1,3.32195898,5.9433077398467066e-9,2026-06-21T15:14:26.409
2420,2_3_1_1_5,"[2, 3, 1, 1, 5]",18,37,1,3.32213089,5.9077546593084175e-9,2026-06-21T13:35:13.667
2421,2_2_1_5_1,"[2, 2, 1, 5, 1]",17,35,1,3.32214259,5.9018498575420515e-9,2026-06-19T18:35:27.267
2422,5_5_4_1_2,"[5, 5, 4, 1, 2]",23,47,1,3.32215368,5.937367402770419e-9,2026-06-19T20:47:30.542
2423,1_2_2_1_3,"[1, 2, 2, 1, 3]",15,31,1,3.32218924,5.9314330030620284e-9,2026-06-20T02:14:44.610
2424,1_1_1_2_4,"[1, 1, 1, 2, 4]",15,31,1,3.32219823,5.860681167061301e-9,2026-06-20T09:25:52.697
2425,5_1_4_3_4,"[5, 1, 4, 3, 4]",23,47,1,3.32221126,5.949254020231208e-9,2026-06-20T11:26:21.452
2426,2_3_1_1_1,"[2, 3, 1, 1, 1]",14,29,1,3.32221967,5.9433077398467066e-9,2026-06-19T13:56:05.224
2427,5_3_5_5_2,"[5, 3, 5, 5, 2]",26,53,1,3.32223441,5.99104489579136e-9,2026-06-20T01:53:59.487
2428,4_1_3_3_5,"[4, 1, 3, 3, 5]",22,45,1,3.32229639,5.890057953661489e-9,2026-06-21T16:12:39.906
2429,4_5_1_4_2,"[4, 5, 1, 4, 2]",22,45,1,3.322342,5.866544779545957e-9,2026-06-19T23:44:48.320
2430,2_2_1_5_2,"[2, 2, 1, 5, 2]",18,37,1,3.32240232,5.979074780105508e-9,2026-06-20T00:46:39.351
2431,3_4_2_1_2,"[3, 4, 2, 1, 2]",18,37,1,3.32240332,5.9433077398467066e-9,2026-06-19T20:14:35.566
2432,3_1_4_2_5,"[3, 1, 4, 2, 5]",21,43,1,3.32244325,5.913665368829914e-9,2026-06-21T15:18:04.738
2433,5_2_4_3_5,"[5, 2, 4, 3, 5]",25,51,1,3.32251378,6.0150570677021345e-9,2026-06-21T16:37:47.453
2434,2_1_3_4_3,"[2, 1, 3, 4, 3]",19,39,1,3.32253683,5.9433077398467066e-9,2026-06-20T06:13:55.574
2435,2_4_2_1_2,"[2, 4, 2, 1, 2]",17,35,1,3.32260992,5.925504534787157e-9,2026-06-19T20:13:29.491
2436,3_1_5_2_1,"[3, 1, 5, 2, 1]",18,37,1,3.32265041,5.9671285807267275e-9,2026-06-19T15:49:21.412
2437,3_5_1_1_1,"[3, 5, 1, 1, 1]",17,35,1,3.32268417,5.784985400418384e-9,2026-06-19T13:57:32.649
2438,4_3_2_5_4,"[4, 3, 2, 5, 4]",24,49,1,3.32271328,5.99104489579136e-9,2026-06-20T13:30:26.673
2439,1_4_3_1_1,"[1, 4, 3, 1, 1]",16,33,1,3.32272476,5.890057953661489e-9,2026-06-19T14:24:39.784
2440,1_3_2_5_1,"[1, 3, 2, 5, 1]",18,37,1,3.32278341,5.979074780105508e-9,2026-06-19T18:49:56.684
2441,5_2_1_2_1,"[5, 2, 1, 2, 1]",17,35,1,3.32286635,5.9018498575420515e-9,2026-06-19T14:55:27.463
2442,5_4_3_1_2,"[5, 4, 3, 1, 2]",21,43,1,3.32287766,5.949254020231208e-9,2026-06-19T20:23:38.342
2443,1_1_3_4_3,"[1, 1, 3, 4, 3]",18,37,1,3.32293054,5.973098693866522e-9,2026-06-20T06:11:04.004
2444,1_3_4_1_4,"[1, 3, 4, 1, 4]",19,39,1,3.32297777,5.9077546593084175e-9,2026-06-20T08:58:05.533
2445,2_3_4_4_2,"[2, 3, 4, 4, 2]",21,43,1,3.32300294,5.961164434716032e-9,2026-06-20T00:17:23.622
2446,1_1_1_4_1,"[1, 1, 1, 4, 1]",14,29,1,3.32301848,5.9314330030620284e-9,2026-06-19T17:14:43.212
2447,2_3_4_3_2,"[2, 3, 4, 3, 2]",20,41,1,3.32316959,5.913665368829914e-9,2026-06-19T23:04:45.292
2448,2_1_3_5_3,"[2, 1, 3, 5, 3]",20,41,1,3.32322099,5.925504534787157e-9,2026-06-20T07:28:50.261
2449,1_4_5_3_4,"[1, 4, 5, 3, 4]",23,47,1,3.32326381,5.979074780105508e-9,2026-06-20T11:50:18.905
2450,2_3_5_1_4,"[2, 3, 5, 1, 4]",21,43,1,3.32330866,5.9314330030620284e-9,2026-06-20T09:20:57.005
2451,5_1_3_1_3,"[5, 1, 3, 1, 3]",19,39,1,3.32336466,5.99104489579136e-9,2026-06-20T02:31:20.663
2452,2_4_3_5_3,"[2, 4, 3, 5, 3]",23,47,1,3.32339264,5.973098693866522e-9,2026-06-20T07:36:38.269
2453,4_1_2_1_5,"[4, 1, 2, 1, 5]",19,39,1,3.32342709,5.9077546593084175e-9,2026-06-21T13:41:41.975
2454,4_2_3_1_3,"[4, 2, 3, 1, 3]",19,39,1,3.32347874,5.872414258575902e-9,2026-06-20T02:32:43.926
2455,4_2_3_1_1,"[4, 2, 3, 1, 1]",17,35,1,3.32349997,5.860681167061301e-9,2026-06-19T14:24:47.894
2456,1_1_1_5_3,"[1, 1, 1, 5, 3]",17,35,1,3.32356517,5.9850568454197515e-9,2026-06-20T06:59:19.298
2457,1_4_1_4_2,"[1, 4, 1, 4, 2]",18,37,1,3.32357447,5.890057953661489e-9,2026-06-19T23:38:19.949
2458,2_1_2_2_1,"[2, 1, 2, 2, 1]",14,29,1,3.32359925,5.884170839755366e-9,2026-06-19T15:15:14.796
2459,2_1_3_4_1,"[2, 1, 3, 4, 1]",17,35,1,3.32360531,5.961164434716032e-9,2026-06-19T17:46:35.057
2460,1_1_2_2_4,"[1, 1, 2, 2, 4]",16,33,1,3.32362145,5.961164434716032e-9,2026-06-20T09:45:05.676
2461,1_1_1_3_5,"[1, 1, 1, 3, 5]",17,35,1,3.32362939,6.003038975664783e-9,2026-06-21T15:43:20.764
2462,3_4_2_5_5,"[3, 4, 2, 5, 5]",25,51,1,3.32365569,5.937367402770419e-9,2026-06-21T18:32:19.219
2463,4_5_3_3_3,"[4, 5, 3, 3, 3]",24,49,1,3.32366888,5.925504534787157e-9,2026-06-20T05:13:10.471
2464,5_3_5_1_4,"[5, 3, 5, 1, 4]",24,49,1,3.32368991,5.9314330030620284e-9,2026-06-20T09:22:22.319
2465,5_3_1_5_1,"[5, 3, 1, 5, 1]",21,43,1,3.32377485,5.949254020231208e-9,2026-06-19T18:45:07.211
2466,2_2_5_3_1,"[2, 2, 5, 3, 1]",19,39,1,3.32377615,5.937367402770419e-9,2026-06-19T17:10:36.423
2467,3_2_4_4_2,"[3, 2, 4, 4, 2]",21,43,1,3.32379659,5.919581992017293e-9,2026-06-20T00:19:43.094
2468,2_5_4_3_1,"[2, 5, 4, 3, 1]",21,43,1,3.32380693,5.913665368829914e-9,2026-06-19T16:58:05.036
2469,2_1_4_2_2,"[2, 1, 4, 2, 2]",17,35,1,3.32383669,5.949254020231208e-9,2026-06-19T21:45:09.669
2470,2_4_2_3_4,"[2, 4, 2, 3, 4]",21,43,1,3.32387814,5.9433077398467066e-9,2026-06-20T11:03:43.516
2471,3_5_4_1_5,"[3, 5, 4, 1, 5]",24,49,1,3.32391572,5.919581992017293e-9,2026-06-21T14:12:49.563
2472,1_5_3_4_2,"[1, 5, 3, 4, 2]",21,43,1,3.32395554,5.9850568454197515e-9,2026-06-20T00:12:59.534
2473,1_4_2_5_2,"[1, 4, 2, 5, 2]",20,41,1,3.32402243,5.878289610020574e-9,2026-06-20T01:10:26.894
2474,1_5_1_5_4,"[1, 5, 1, 5, 4]",22,45,1,3.32405508,5.9314330030620284e-9,2026-06-20T13:24:23.102
2475,5_1_2_5_5,"[5, 1, 2, 5, 5]",24,49,1,3.32412506,5.895950957626036e-9,2026-06-21T18:25:11.722
2476,5_4_5_2_2,"[5, 4, 5, 2, 2]",24,49,1,3.32425775,5.85482341525828e-9,2026-06-19T22:13:56.484
2477,2_1_4_2_5,"[2, 1, 4, 2, 5]",20,41,1,3.32426952,5.99104489579136e-9,2026-06-21T15:16:45.235
2478,2_2_1_4_1,"[2, 2, 1, 4, 1]",16,33,1,3.32434867,5.955206249870247e-9,2026-06-19T17:19:14.787
2479,2_5_3_1_4,"[2, 5, 3, 1, 4]",21,43,1,3.32435907,5.9077546593084175e-9,2026-06-20T08:56:54.748
2480,4_5_4_1_1,"[4, 5, 4, 1, 1]",21,43,1,3.32442068,5.997038937208364e-9,2026-06-19T14:33:16.941
2481,1_3_2_1_4,"[1, 3, 2, 1, 4]",17,35,1,3.32447906,5.949254020231208e-9,2026-06-20T08:32:33.828
2482,2_3_5_5_5,"[2, 3, 5, 5, 5]",26,53,1,3.32449779,5.9314330030620284e-9,2026-06-21T19:14:57.826
2483,5_1_3_2_4,"[5, 1, 3, 2, 4]",21,43,1,3.32457927,6.021075133301117e-9,2026-06-20T10:00:34.484
2484,1_1_4_4_3,"[1, 1, 4, 4, 3]",19,39,1,3.32465889,6.0150570677021345e-9,2026-06-20T06:29:34.484
2485,1_3_5_1_4,"[1, 3, 5, 1, 4]",20,41,1,3.32467887,5.878289610020574e-9,2026-06-20T09:18:52.371
2486,4_1_3_5_1,"[4, 1, 3, 5, 1]",20,41,1,3.32470071,5.949254020231208e-9,2026-06-19T19:03:38.477
2487,2_3_4_5_2,"[2, 3, 4, 5, 2]",22,45,1,3.32483044,5.949254020231208e-9,2026-06-20T01:37:09.558
2488,3_5_3_2_5,"[3, 5, 3, 2, 5]",24,49,1,3.32490129,5.9077546593084175e-9,2026-06-21T15:14:30.889
2489,5_4_3_1_1,"[5, 4, 3, 1, 1]",20,41,1,3.3249043,5.955206249870247e-9,2026-06-19T14:27:30.298
2490,1_2_1_3_2,"[1, 2, 1, 3, 2]",15,31,1,3.32494791,5.955206249870247e-9,2026-06-19T22:15:22.967
2491,2_1_5_3_5,"[2, 1, 5, 3, 5]",22,45,1,3.32495963,5.949254020231208e-9,2026-06-21T16:45:42.984
2492,4_2_2_1_4,"[4, 2, 2, 1, 4]",19,39,1,3.3250047,5.9018498575420515e-9,2026-06-20T08:32:19.687
2493,3_5_2_1_4,"[3, 5, 2, 1, 4]",21,43,1,3.32517399,5.890057953661489e-9,2026-06-20T08:46:27.995
2494,3_1_5_5_2,"[3, 1, 5, 5, 2]",22,45,1,3.3251842,5.937367402770419e-9,2026-06-20T01:45:06.725
2495,3_4_5_3_3,"[3, 4, 5, 3, 3]",24,49,1,3.325268,5.919581992017293e-9,2026-06-20T05:35:11.014
2496,2_1_3_5_1,"[2, 1, 3, 5, 1]",18,37,1,3.32527109,5.913665368829914e-9,2026-06-19T19:00:10.048
2497,4_3_4_2_3,"[4, 3, 4, 2, 3]",22,45,1,3.32533605,5.919581992017293e-9,2026-06-20T04:00:32.863
2498,1_2_2_2_5,"[1, 2, 2, 2, 5]",18,37,1,3.32533621,5.860681167061301e-9,2026-06-21T14:52:22.248
2499,5_1_5_5_1,"[5, 1, 5, 5, 1]",23,47,1,3.32535157,5.9018498575420515e-9,2026-06-19T19:34:52.282
2500,4_1_2_3_3,"[4, 1, 2, 3, 3]",19,39,1,3.32535398,5.979074780105508e-9,2026-06-20T04:43:07.689
2501,4_2_4_1_4,"[4, 2, 4, 1, 4]",21,43,1,3.32538069,5.925504534787157e-9,2026-06-20T09:02:30.389
2502,4_5_2_3_1,"[4, 5, 2, 3, 1]",21,43,1,3.325408,6.003038975664783e-9,2026-06-19T16:29:46.161
2503,2_5_4_5_1,"[2, 5, 4, 5, 1]",23,47,1,3.32541108,5.9077546593084175e-9,2026-06-19T19:26:53.973
2504,3_1_3_1_3,"[3, 1, 3, 1, 3]",17,35,1,3.32547233,5.85482341525828e-9,2026-06-20T02:30:47.142
2505,2_4_3_1_5,"[2, 4, 3, 1, 5]",21,43,1,3.32551629,5.997038937208364e-9,2026-06-21T14:02:59.089
2506,4_4_2_1_1,"[4, 4, 2, 1, 1]",18,37,1,3.32575423,5.949254020231208e-9,2026-06-19T13:57:32.323
2507,3_2_4_2_3,"[3, 2, 4, 2, 3]",20,41,1,3.32579456,5.890057953661489e-9,2026-06-20T04:00:28.569
2508,1_3_2_5_4,"[1, 3, 2, 5, 4]",21,43,1,3.32597199,5.955206249870247e-9,2026-06-20T13:30:54.461
2509,5_1_4_5_2,"[5, 1, 4, 5, 2]",23,47,1,3.32600518,5.9314330030620284e-9,2026-06-20T01:31:35.872
2510,2_2_3_1_4,"[2, 2, 3, 1, 4]",18,37,1,3.32600607,5.9433077398467066e-9,2026-06-20T08:47:26.362
2511,1_3_4_1_5,"[1, 3, 4, 1, 5]",20,41,1,3.32602065,5.9314330030620284e-9,2026-06-21T14:08:49.522
2512,4_3_4_5_1,"[4, 3, 4, 5, 1]",23,47,1,3.32602446,5.890057953661489e-9,2026-06-19T19:23:59.697
2513,2_3_5_5_2,"[2, 3, 5, 5, 2]",23,47,1,3.32605972,5.9077546593084175e-9,2026-06-20T01:50:12.485
2514,1_1_1_3_3,"[1, 1, 1, 3, 3]",15,31,1,3.32612507,5.955206249870247e-9,2026-06-20T04:23:53.918
2515,1_2_2_5_1,"[1, 2, 2, 5, 1]",17,35,1,3.32617127,5.955206249870247e-9,2026-06-19T18:47:27.381
2516,1_3_1_2_1,"[1, 3, 1, 2, 1]",14,29,1,3.32617682,5.973098693866522e-9,2026-06-19T14:53:46.261
2517,4_2_4_4_5,"[4, 2, 4, 4, 5]",25,51,1,3.32620005,5.9077546593084175e-9,2026-06-21T17:49:10.294
2518,4_1_2_2_4,"[4, 1, 2, 2, 4]",19,39,1,3.32620695,5.819799651130342e-9,2026-06-20T09:47:05.976
2519,1_5_1_4_1,"[1, 5, 1, 4, 1]",18,37,1,3.32621555,5.9314330030620284e-9,2026-06-19T17:24:54.867
2520,5_1_1_1_4,"[5, 1, 1, 1, 4]",18,37,1,3.32624555,5.9077546593084175e-9,2026-06-20T08:20:39.250
2521,2_1_3_2_3,"[2, 1, 3, 2, 3]",17,35,1,3.32629809,5.949254020231208e-9,2026-06-20T03:38:31.718
2522,2_3_3_5_5,"[2, 3, 3, 5, 5]",24,49,1,3.32630588,5.955206249870247e-9,2026-06-21T18:47:34.229
2523,2_1_3_1_4,"[2, 1, 3, 1, 4]",17,35,1,3.32640982,5.848971518279162e-9,2026-06-20T08:45:06.794
2524,3_5_4_4_4,"[3, 5, 4, 4, 4]",26,53,1,3.32646797,6.021075133301117e-9,2026-06-20T12:55:40.082
2525,5_4_4_4_1,"[5, 4, 4, 4, 1]",24,49,1,3.32648409,5.961164434716032e-9,2026-06-19T18:16:52.473
2526,1_4_5_2_1,"[1, 4, 5, 2, 1]",19,39,1,3.326623,5.997038937208364e-9,2026-06-19T15:53:25.895
2527,5_5_2_1_3,"[5, 5, 2, 1, 3]",22,45,1,3.32662867,5.937367402770419e-9,2026-06-20T02:29:57.608
2528,4_4_3_5_3,"[4, 4, 3, 5, 3]",25,51,1,3.32664739,5.925504534787157e-9,2026-06-20T07:36:10.195
2529,1_4_1_2_2,"[1, 4, 1, 2, 2]",16,33,1,3.32667286,5.979074780105508e-9,2026-06-19T21:10:52.164
2530,1_5_2_4_1,"[1, 5, 2, 4, 1]",19,39,1,3.32668673,5.979074780105508e-9,2026-06-19T17:45:19.368
2531,3_1_3_5_3,"[3, 1, 3, 5, 3]",21,43,1,3.32678509,5.9018498575420515e-9,2026-06-20T07:30:24.282
2532,2_4_5_5_2,"[2, 4, 5, 5, 2]",24,49,1,3.32682378,5.973098693866522e-9,2026-06-20T01:55:34.985
2533,5_1_5_2_2,"[5, 1, 5, 2, 2]",21,43,1,3.32683121,5.884170839755366e-9,2026-06-19T21:59:50.412
2534,1_1_3_4_4,"[1, 1, 3, 4, 4]",19,39,1,3.32684628,5.937367402770419e-9,2026-06-20T12:23:23.417
2535,3_3_1_5_2,"[3, 3, 1, 5, 2]",20,41,1,3.32694677,5.979074780105508e-9,2026-06-20T00:51:04.438
2536,5_1_2_1_1,"[5, 1, 2, 1, 1]",16,33,1,3.32696941,5.925504534787157e-9,2026-06-19T13:58:05.363
2537,4_2_5_1_2,"[4, 2, 5, 1, 2]",20,41,1,3.32706071,6.021075133301117e-9,2026-06-19T20:46:16.303
2538,4_4_3_5_2,"[4, 4, 3, 5, 2]",24,49,1,3.32725366,5.919581992017293e-9,2026-06-20T01:26:33.539
2539,4_1_5_3_2,"[4, 1, 5, 3, 2]",21,43,1,3.32744119,6.063370520382997e-9,2026-06-19T23:16:28.194
2540,4_1_2_4_4,"[4, 1, 2, 4, 4]",21,43,1,3.32756122,5.9433077398467066e-9,2026-06-20T12:13:38.037
2541,3_2_5_4_2,"[3, 2, 5, 4, 2]",22,45,1,3.32765228,6.003038975664783e-9,2026-06-20T00:31:51.643
2542,2_1_1_4_1,"[2, 1, 1, 4, 1]",15,31,1,3.32778912,6.0090450171606994e-9,2026-06-19T17:16:06.731
2543,3_5_5_1_5,"[3, 5, 5, 1, 5]",25,51,1,3.32779608,5.937367402770419e-9,2026-06-21T14:30:27.235
2544,4_5_5_4_3,"[4, 5, 5, 4, 3]",27,55,1,3.32786671,5.919581992017293e-9,2026-06-20T06:58:36.329
2545,5_5_2_2_1,"[5, 5, 2, 2, 1]",21,43,1,3.32787627,5.9018498575420515e-9,2026-06-19T15:22:43.501
2546,3_2_5_2_2,"[3, 2, 5, 2, 2]",20,41,1,3.32787641,6.0150570677021345e-9,2026-06-19T22:00:55.354
2547,1_3_5_4_1,"[1, 3, 5, 4, 1]",20,41,1,3.32788943,5.9314330030620284e-9,2026-06-19T18:20:14.983
2548,4_4_2_3_2,"[4, 4, 2, 3, 2]",21,43,1,3.32799419,5.949254020231208e-9,2026-06-19T22:43:06.872
2549,1_5_4_5_2,"[1, 5, 4, 5, 2]",23,47,1,3.32802929,5.955206249870247e-9,2026-06-20T01:38:04.744
2550,2_2_5_3_3,"[2, 2, 5, 3, 3]",21,43,1,3.32821183,6.003038975664783e-9,2026-06-20T05:30:25.676
2551,5_1_2_1_3,"[5, 1, 2, 1, 3]",18,37,1,3.32830877,5.895950957626036e-9,2026-06-20T02:11:45.546
2552,4_5_5_4_2,"[4, 5, 5, 4, 2]",26,53,1,3.32834375,5.9018498575420515e-9,2026-06-20T00:46:31.083
2553,3_1_1_5_1,"[3, 1, 1, 5, 1]",17,35,1,3.32839492,5.890057953661489e-9,2026-06-19T18:31:57.588
2554,2_2_2_1_3,"[2, 2, 2, 1, 3]",16,33,1,3.32843236,5.9077546593084175e-9,2026-06-20T02:15:54.636
2555,5_4_3_4_2,"[5, 4, 3, 4, 2]",24,49,1,3.32848695,5.9850568454197515e-9,2026-06-20T00:15:02.184
2556,1_1_1_5_1,"[1, 1, 1, 5, 1]",15,31,1,3.32857341,5.919581992017293e-9,2026-06-19T18:30:06.933
2557,4_5_2_4_2,"[4, 5, 2, 4, 2]",23,47,1,3.32866745,5.890057953661489e-9,2026-06-19T23:55:39.137
2558,2_3_5_1_2,"[2, 3, 5, 1, 2]",19,39,1,3.32866881,5.973098693866522e-9,2026-06-19T20:49:05.308
2559,1_5_5_2_5,"[1, 5, 5, 2, 5]",24,49,1,3.32874662,5.890057953661489e-9,2026-06-21T15:43:43.397
2560,2_3_4_2_2,"[2, 3, 4, 2, 2]",19,39,1,3.32877052,5.99104489579136e-9,2026-06-19T21:49:32.019
2561,3_1_2_5_4,"[3, 1, 2, 5, 4]",21,43,1,3.32878307,5.955206249870247e-9,2026-06-20T13:23:47.405
2562,1_5_1_4_3,"[1, 5, 1, 4, 3]",20,41,1,3.32883406,5.937367402770419e-9,2026-06-20T05:55:51.721
2563,5_2_3_4_1,"[5, 2, 3, 4, 1]",21,43,1,3.32887352,5.973098693866522e-9,2026-06-19T17:51:03.268
2564,4_3_1_5_2,"[4, 3, 1, 5, 2]",21,43,1,3.32890905,6.0150570677021345e-9,2026-06-20T00:53:42.588
