rank,combination,n_interior,total_knots,theta_dim,seed,fitness,phi,export_date
2565,3_1_2_5_5,"[3, 1, 2, 5, 5]",22,45,1,3.32891774,5.925504534787157e-9,2026-06-21T18:25:07.657
2566,1_4_5_3_5,"[1, 4, 5, 3, 5]",24,49,1,3.32900377,6.021075133301117e-9,2026-06-21T16:44:15.287
2567,5_1_3_4_3,"[5, 1, 3, 4, 3]",22,45,1,3.32905622,6.003038975664783e-9,2026-06-20T06:17:56.457
2568,4_2_4_1_3,"[4, 2, 4, 1, 3]",20,41,1,3.32914016,5.937367402770419e-9,2026-06-20T02:48:47.484
2569,5_4_3_1_3,"[5, 4, 3, 1, 3]",22,45,1,3.32914069,5.8023664151059126e-9,2026-06-20T02:37:54.216
2570,1_3_1_4_2,"[1, 3, 1, 4, 2]",17,35,1,3.32916342,5.9314330030620284e-9,2026-06-19T23:32:29.836
2571,1_1_3_1_3,"[1, 1, 3, 1, 3]",15,31,1,3.32926518,5.9671285807267275e-9,2026-06-20T02:26:59.260
2572,5_2_3_1_2,"[5, 2, 3, 1, 2]",19,39,1,3.32937763,5.997038937208364e-9,2026-06-19T20:20:59.893
2573,3_4_3_1_4,"[3, 4, 3, 1, 4]",21,43,1,3.32939089,5.919581992017293e-9,2026-06-20T08:56:29.226
2574,5_1_1_5_3,"[5, 1, 1, 5, 3]",21,43,1,3.32940897,5.866544779545957e-9,2026-06-20T07:02:29.265
2575,3_1_2_3_4,"[3, 1, 2, 3, 4]",19,39,1,3.32961831,5.913665368829914e-9,2026-06-20T10:56:07.429
2576,2_1_2_5_3,"[2, 1, 2, 5, 3]",19,39,1,3.32969378,5.961164434716032e-9,2026-06-20T07:14:44.936
2577,4_5_5_2_2,"[4, 5, 5, 2, 2]",24,49,1,3.32971445,5.979074780105508e-9,2026-06-19T22:15:16.897
2578,2_4_4_2_3,"[2, 4, 4, 2, 3]",21,43,1,3.32975269,5.895950957626036e-9,2026-06-20T04:06:47.516
2579,3_4_5_1_2,"[3, 4, 5, 1, 2]",21,43,1,3.32979003,5.895950957626036e-9,2026-06-19T20:53:56.320
2580,4_3_3_2_2,"[4, 3, 3, 2, 2]",20,41,1,3.32983361,5.973098693866522e-9,2026-06-19T21:37:21.789
2581,3_4_4_5_2,"[3, 4, 4, 5, 2]",24,49,1,3.32986204,5.955206249870247e-9,2026-06-20T01:43:45.323
2582,5_5_4_1_5,"[5, 5, 4, 1, 5]",26,53,1,3.3298626,5.99104489579136e-9,2026-06-21T14:15:24.737
2583,2_3_3_3_1,"[2, 3, 3, 3, 1]",18,37,1,3.32988361,5.9077546593084175e-9,2026-06-19T16:44:51.938
2584,1_2_5_2_2,"[1, 2, 5, 2, 2]",18,37,1,3.32991324,5.973098693866522e-9,2026-06-19T21:58:29.739
2585,4_5_1_5_1,"[4, 5, 1, 5, 1]",22,45,1,3.32994019,5.925504534787157e-9,2026-06-19T18:48:59.871
2586,1_5_2_2_2,"[1, 5, 2, 2, 2]",18,37,1,3.32995612,5.9077546593084175e-9,2026-06-19T21:21:01.798
2587,3_5_2_1_2,"[3, 5, 2, 1, 2]",19,39,1,3.33004555,5.9077546593084175e-9,2026-06-19T20:17:21.780
2588,1_2_4_2_2,"[1, 2, 4, 2, 2]",17,35,1,3.33004724,5.961164434716032e-9,2026-06-19T21:45:04.074
2589,1_4_1_4_1,"[1, 4, 1, 4, 1]",17,35,1,3.33019153,5.9077546593084175e-9,2026-06-19T17:24:27.740
2590,3_1_1_4_5,"[3, 1, 1, 4, 5]",20,41,1,3.33024469,5.9077546593084175e-9,2026-06-21T16:59:07.510
2591,2_1_2_4_1,"[2, 1, 2, 4, 1]",16,33,1,3.33027767,5.872414258575902e-9,2026-06-19T17:29:24.446
2592,1_5_5_1_4,"[1, 5, 5, 1, 4]",22,45,1,3.33040375,5.925504534787157e-9,2026-06-20T09:26:32.333
2593,4_2_1_1_5,"[4, 2, 1, 1, 5]",19,39,1,3.33047352,5.925504534787157e-9,2026-06-21T13:42:28.782
2594,2_5_1_1_5,"[2, 5, 1, 1, 5]",20,41,1,3.33047493,5.9314330030620284e-9,2026-06-21T13:40:30.239
2595,4_1_2_2_3,"[4, 1, 2, 2, 3]",18,37,1,3.33050172,5.895950957626036e-9,2026-06-20T03:29:06.612
2596,1_3_4_5_2,"[1, 3, 4, 5, 2]",21,43,1,3.33054208,5.895950957626036e-9,2026-06-20T01:35:23.766
2597,2_4_3_5_2,"[2, 4, 3, 5, 2]",22,45,1,3.33057759,5.890057953661489e-9,2026-06-20T01:23:51.164
2598,5_1_1_5_1,"[5, 1, 1, 5, 1]",19,39,1,3.3306552,5.866544779545957e-9,2026-06-19T18:34:00.690
2599,4_3_3_4_3,"[4, 3, 3, 4, 3]",23,47,1,3.33067518,6.045207666724473e-9,2026-06-20T06:22:41.215
2600,5_3_1_5_2,"[5, 3, 1, 5, 2]",22,45,1,3.3307002,6.057310180537557e-9,2026-06-20T00:53:37.572
2601,1_2_1_1_2,"[1, 2, 1, 1, 2]",13,27,1,3.33077006,5.9314330030620284e-9,2026-06-19T19:47:10.405
2602,5_1_1_3_3,"[5, 1, 1, 3, 3]",19,39,1,3.33079839,5.913665368829914e-9,2026-06-20T04:30:11.360
2603,5_5_2_4_1,"[5, 5, 2, 4, 1]",23,47,1,3.33081271,5.979074780105508e-9,2026-06-19T17:47:53.992
2604,1_3_2_4_1,"[1, 3, 2, 4, 1]",17,35,1,3.3308212,5.872414258575902e-9,2026-06-19T17:40:04.521
2605,1_5_2_2_5,"[1, 5, 2, 2, 5]",21,43,1,3.33083423,5.919581992017293e-9,2026-06-21T14:59:11.538
2606,1_1_2_2_1,"[1, 1, 2, 2, 1]",13,27,1,3.33092086,5.878289610020574e-9,2026-06-19T15:10:51.078
2607,3_1_3_5_5,"[3, 1, 3, 5, 5]",23,47,1,3.33096735,5.9433077398467066e-9,2026-06-21T18:40:55.032
2608,3_4_5_2_2,"[3, 4, 5, 2, 2]",22,45,1,3.33100765,6.045207666724473e-9,2026-06-19T22:12:19.162
2609,1_3_5_1_5,"[1, 3, 5, 1, 5]",21,43,1,3.3310373,5.919581992017293e-9,2026-06-21T14:28:13.015
2610,5_4_2_2_2,"[5, 4, 2, 2, 2]",21,43,1,3.33133431,5.9671285807267275e-9,2026-06-19T21:26:04.842
2611,4_2_2_5_3,"[4, 2, 2, 5, 3]",22,45,1,3.33138015,5.913665368829914e-9,2026-06-20T07:21:31.930
2612,1_1_1_1_1,"[1, 1, 1, 1, 1]",11,23,1,3.33139377,6.0090450171606994e-9,2026-06-19T13:53:58.947
2613,1_5_3_5_1,"[1, 5, 3, 5, 1]",21,43,1,3.33142955,5.890057953661489e-9,2026-06-19T19:15:05.616
2614,4_5_1_5_2,"[4, 5, 1, 5, 2]",23,47,1,3.33145213,5.9433077398467066e-9,2026-06-20T00:57:14.936
2615,3_1_2_3_5,"[3, 1, 2, 3, 5]",20,41,1,3.33149344,5.895950957626036e-9,2026-06-21T16:08:27.556
2616,4_5_4_4_4,"[4, 5, 4, 4, 4]",27,55,1,3.33150488,5.919581992017293e-9,2026-06-20T12:56:28.132
2617,1_3_4_4_1,"[1, 3, 4, 4, 1]",19,39,1,3.33155348,5.913665368829914e-9,2026-06-19T18:10:07.509
2618,3_1_5_2_3,"[3, 1, 5, 2, 3]",20,41,1,3.33164848,5.9018498575420515e-9,2026-06-20T04:13:12.524
2619,1_4_1_1_2,"[1, 4, 1, 1, 2]",15,31,1,3.33171189,5.843125470272071e-9,2026-06-19T19:51:53.150
2620,5_5_2_5_2,"[5, 5, 2, 5, 2]",25,51,1,3.33175007,5.955206249870247e-9,2026-06-20T01:18:28.425
2621,1_4_5_3_1,"[1, 4, 5, 3, 1]",20,41,1,3.33189877,6.0150570677021345e-9,2026-06-19T17:11:09.741
2622,1_3_4_5_4,"[1, 3, 4, 5, 4]",23,47,1,3.33200496,5.9433077398467066e-9,2026-06-20T13:56:07.252
2623,4_5_4_1_4,"[4, 5, 4, 1, 4]",24,49,1,3.33205548,5.925504534787157e-9,2026-06-20T09:16:10.274
2624,1_1_5_4_5,"[1, 1, 5, 4, 5]",22,45,1,3.33218486,5.925504534787157e-9,2026-06-21T17:54:41.012
2625,3_1_1_3_3,"[3, 1, 1, 3, 3]",17,35,1,3.33220042,5.919581992017293e-9,2026-06-20T04:28:51.429
2626,4_1_3_4_4,"[4, 1, 3, 4, 4]",22,45,1,3.33223831,5.961164434716032e-9,2026-06-20T12:27:18.455
2627,5_1_3_2_3,"[5, 1, 3, 2, 3]",20,41,1,3.33226882,5.9077546593084175e-9,2026-06-20T03:44:12.271
2628,5_3_5_3_1,"[5, 3, 5, 3, 1]",23,47,1,3.33230292,6.0090450171606994e-9,2026-06-19T17:16:04.245
2629,4_2_3_1_2,"[4, 2, 3, 1, 2]",18,37,1,3.33231776,5.973098693866522e-9,2026-06-19T20:19:01.071
2630,1_2_3_4_2,"[1, 2, 3, 4, 2]",18,37,1,3.33245421,5.878289610020574e-9,2026-06-19T23:57:01.391
2631,2_1_2_4_3,"[2, 1, 2, 4, 3]",18,37,1,3.33246075,5.872414258575902e-9,2026-06-20T05:56:58
2632,2_1_4_5_3,"[2, 1, 4, 5, 3]",21,43,1,3.33246082,5.890057953661489e-9,2026-06-20T07:45:14.135
2633,4_2_4_3_1,"[4, 2, 4, 3, 1]",20,41,1,3.33249347,6.027099219975755e-9,2026-06-19T16:51:13.155
2634,1_5_2_1_2,"[1, 5, 2, 1, 2]",17,35,1,3.33251322,5.884170839755366e-9,2026-06-19T20:11:48.412
2635,5_5_1_2_2,"[5, 5, 1, 2, 2]",21,43,1,3.33251991,5.913665368829914e-9,2026-06-19T21:16:41.998
2636,1_1_1_1_4,"[1, 1, 1, 1, 4]",14,29,1,3.33268272,5.979074780105508e-9,2026-06-20T08:13:06.828
2637,3_1_2_2_3,"[3, 1, 2, 2, 3]",17,35,1,3.33273905,5.925504534787157e-9,2026-06-20T03:28:02.834
2638,4_3_3_5_2,"[4, 3, 3, 5, 2]",23,47,1,3.33275548,5.961164434716032e-9,2026-06-20T01:22:26.962
2639,5_1_1_2_3,"[5, 1, 1, 2, 3]",18,37,1,3.33276677,5.9018498575420515e-9,2026-06-20T03:15:57.907
2640,1_3_1_5_2,"[1, 3, 1, 5, 2]",18,37,1,3.33281688,5.919581992017293e-9,2026-06-20T00:47:59.124
2641,5_4_5_1_3,"[5, 4, 5, 1, 3]",24,49,1,3.3328464,5.9850568454197515e-9,2026-06-20T03:10:15.844
2642,1_1_4_4_2,"[1, 1, 4, 4, 2]",18,37,1,3.33292213,6.021075133301117e-9,2026-06-20T00:14:04.811
2643,4_1_1_4_1,"[4, 1, 1, 4, 1]",17,35,1,3.33297947,5.872414258575902e-9,2026-06-19T17:18:19.374
2644,3_1_4_1_4,"[3, 1, 4, 1, 4]",19,39,1,3.33298628,5.872414258575902e-9,2026-06-20T08:58:21.014
2645,4_1_5_5_2,"[4, 1, 5, 5, 2]",23,47,1,3.33301719,5.937367402770419e-9,2026-06-20T01:43:20.161
2646,1_1_2_5_3,"[1, 1, 2, 5, 3]",18,37,1,3.33303499,5.9018498575420515e-9,2026-06-20T07:14:44.368
2647,1_5_5_5_5,"[1, 5, 5, 5, 5]",27,55,1,3.33311521,5.808171683671536e-9,2026-06-21T19:16:15.342
2648,4_5_5_5_2,"[4, 5, 5, 5, 2]",27,55,1,3.33314842,5.9077546593084175e-9,2026-06-20T01:58:32.719
2649,1_5_3_1_3,"[1, 5, 3, 1, 3]",19,39,1,3.33322912,5.919581992017293e-9,2026-06-20T02:39:37.414
2650,3_2_4_4_1,"[3, 2, 4, 4, 1]",20,41,1,3.33325291,5.9314330030620284e-9,2026-06-19T18:07:10.596
2651,5_2_3_1_1,"[5, 2, 3, 1, 1]",18,37,1,3.33328304,5.9314330030620284e-9,2026-06-19T14:26:39.069
2652,4_1_4_2_3,"[4, 1, 4, 2, 3]",20,41,1,3.33334421,6.0090450171606994e-9,2026-06-20T03:58:44.769
2653,2_5_3_1_1,"[2, 5, 3, 1, 1]",18,37,1,3.33334793,5.949254020231208e-9,2026-06-19T14:25:29.053
2654,3_1_4_5_1,"[3, 1, 4, 5, 1]",20,41,1,3.33337183,5.997038937208364e-9,2026-06-19T19:19:50.030
2655,3_1_1_4_3,"[3, 1, 1, 4, 3]",18,37,1,3.33351388,5.878289610020574e-9,2026-06-20T05:44:05.915
2656,5_3_4_2_5,"[5, 3, 4, 2, 5]",25,51,1,3.33361839,5.884170839755366e-9,2026-06-21T15:23:05.045
2657,2_3_5_1_3,"[2, 3, 5, 1, 3]",20,41,1,3.33362739,5.9433077398467066e-9,2026-06-20T03:03:33.133
2658,2_1_5_1_5,"[2, 1, 5, 1, 5]",20,41,1,3.33365954,5.884170839755366e-9,2026-06-21T14:30:16.430
2659,3_1_3_3_2,"[3, 1, 3, 3, 2]",18,37,1,3.33366822,5.9850568454197515e-9,2026-06-19T22:45:55.216
2660,4_1_5_5_5,"[4, 1, 5, 5, 5]",26,53,1,3.33372229,5.937367402770419e-9,2026-06-21T19:10:59.847
2661,5_1_4_3_1,"[5, 1, 4, 3, 1]",20,41,1,3.33373758,5.9671285807267275e-9,2026-06-19T16:50:34.965
2662,2_1_1_4_2,"[2, 1, 1, 4, 2]",16,33,1,3.33374401,5.9077546593084175e-9,2026-06-19T23:24:52.248
2663,3_3_3_4_2,"[3, 3, 3, 4, 2]",21,43,1,3.33383333,5.878289610020574e-9,2026-06-20T00:09:30.161
2664,1_1_5_3_2,"[1, 1, 5, 3, 2]",18,37,1,3.3338603,5.979074780105508e-9,2026-06-19T23:13:44.974
2665,4_5_1_1_2,"[4, 5, 1, 1, 2]",19,39,1,3.33403169,5.979074780105508e-9,2026-06-19T19:59:51.238
2666,1_4_5_4_3,"[1, 4, 5, 4, 3]",23,47,1,3.33414622,5.9314330030620284e-9,2026-06-20T06:55:18.392
2667,4_1_5_2_2,"[4, 1, 5, 2, 2]",20,41,1,3.33415376,5.99104489579136e-9,2026-06-19T21:57:41.510
2668,5_1_1_2_1,"[5, 1, 1, 2, 1]",16,33,1,3.33418119,5.925504534787157e-9,2026-06-19T14:57:45.116
2669,1_1_4_2_5,"[1, 1, 4, 2, 5]",19,39,1,3.33419128,5.9018498575420515e-9,2026-06-21T15:13:42.805
2670,1_5_5_2_3,"[1, 5, 5, 2, 3]",22,45,1,3.33420449,5.848971518279162e-9,2026-06-20T04:26:47.733
2671,2_4_1_4_3,"[2, 4, 1, 4, 3]",20,41,1,3.33424689,5.9850568454197515e-9,2026-06-20T05:55:04.664
2672,1_3_3_2_2,"[1, 3, 3, 2, 2]",17,35,1,3.33432489,6.0090450171606994e-9,2026-06-19T21:33:01.502
2673,3_2_2_1_3,"[3, 2, 2, 1, 3]",17,35,1,3.33438368,5.979074780105508e-9,2026-06-20T02:17:02.611
2674,3_1_1_4_4,"[3, 1, 1, 4, 4]",19,39,1,3.33447728,5.884170839755366e-9,2026-06-20T11:54:50.342
2675,5_2_3_4_3,"[5, 2, 3, 4, 3]",23,47,1,3.33458018,5.973098693866522e-9,2026-06-20T06:22:54.667
2676,4_1_3_2_2,"[4, 1, 3, 2, 2]",18,37,1,3.33458057,5.9671285807267275e-9,2026-06-19T21:29:22.067
2677,4_2_5_4_1,"[4, 2, 5, 4, 1]",22,45,1,3.33468621,5.919581992017293e-9,2026-06-19T18:22:39.263
2678,4_2_4_1_1,"[4, 2, 4, 1, 1]",18,37,1,3.33485103,5.9314330030620284e-9,2026-06-19T14:24:14.922
2679,4_3_4_3_2,"[4, 3, 4, 3, 2]",22,45,1,3.33485849,5.9850568454197515e-9,2026-06-19T23:10:16.570
2680,3_1_2_1_1,"[3, 1, 2, 1, 1]",14,29,1,3.33493235,5.979074780105508e-9,2026-06-19T13:55:32.024
2681,2_1_1_2_5,"[2, 1, 1, 2, 5]",17,35,1,3.3349633,5.973098693866522e-9,2026-06-21T14:37:04.328
2682,1_4_1_1_4,"[1, 4, 1, 1, 4]",17,35,1,3.33497846,5.925504534787157e-9,2026-06-20T08:20:56.366
2683,1_2_3_5_2,"[1, 2, 3, 5, 2]",19,39,1,3.3349953,5.961164434716032e-9,2026-06-20T01:16:30.743
2684,3_1_2_4_4,"[3, 1, 2, 4, 4]",20,41,1,3.33511108,5.925504534787157e-9,2026-06-20T12:08:50.296
2685,5_5_3_1_5,"[5, 5, 3, 1, 5]",25,51,1,3.33517659,5.973098693866522e-9,2026-06-21T14:04:39.287
2686,2_5_4_2_1,"[2, 5, 4, 2, 1]",20,41,1,3.33519196,5.860681167061301e-9,2026-06-19T15:46:22.974
2687,1_3_3_2_1,"[1, 3, 3, 2, 1]",16,33,1,3.33520656,5.9314330030620284e-9,2026-06-19T15:23:30.447
2688,1_1_2_4_1,"[1, 1, 2, 4, 1]",15,31,1,3.33521307,5.9850568454197515e-9,2026-06-19T17:29:45.587
2689,2_1_4_5_2,"[2, 1, 4, 5, 2]",20,41,1,3.33528087,5.9671285807267275e-9,2026-06-20T01:27:35.977
2690,2_4_2_1_1,"[2, 4, 2, 1, 1]",16,33,1,3.33533611,6.027099219975755e-9,2026-06-19T13:57:40.825
2691,1_1_4_2_3,"[1, 1, 4, 2, 3]",17,35,1,3.33534131,5.9671285807267275e-9,2026-06-20T03:57:22.644
2692,4_1_4_1_1,"[4, 1, 4, 1, 1]",17,35,1,3.33538616,6.021075133301117e-9,2026-06-19T14:27:46.558
2693,1_5_3_1_5,"[1, 5, 3, 1, 5]",21,43,1,3.33539138,5.9018498575420515e-9,2026-06-21T14:02:54.783
2694,5_2_1_2_2,"[5, 2, 1, 2, 2]",18,37,1,3.33550085,5.913665368829914e-9,2026-06-19T21:05:31.826
2695,1_3_5_1_1,"[1, 3, 5, 1, 1]",17,35,1,3.3355761,5.9077546593084175e-9,2026-06-19T14:49:20.071
2696,5_2_3_2_2,"[5, 2, 3, 2, 2]",20,41,1,3.33559977,5.890057953661489e-9,2026-06-19T21:34:07.283
2697,4_3_5_1_5,"[4, 3, 5, 1, 5]",24,49,1,3.33560218,5.997038937208364e-9,2026-06-21T14:29:28.622
2698,3_5_2_4_2,"[3, 5, 2, 4, 2]",22,45,1,3.33567297,6.003038975664783e-9,2026-06-19T23:55:24.032
2699,5_3_4_4_1,"[5, 3, 4, 4, 1]",23,47,1,3.33573623,5.9314330030620284e-9,2026-06-19T18:16:09.707
2700,3_4_3_1_3,"[3, 4, 3, 1, 3]",20,41,1,3.33578715,5.99104489579136e-9,2026-06-20T02:36:43.504
2701,5_2_2_3_2,"[5, 2, 2, 3, 2]",20,41,1,3.33579171,5.872414258575902e-9,2026-06-19T22:28:48.788
2702,5_3_2_2_1,"[5, 3, 2, 2, 1]",19,39,1,3.3358998,6.003038975664783e-9,2026-06-19T15:21:13.732
2703,5_2_5_3_2,"[5, 2, 5, 3, 2]",23,47,1,3.33593074,5.9850568454197515e-9,2026-06-19T23:19:24.879
2704,4_2_3_2_4,"[4, 2, 3, 2, 4]",21,43,1,3.33593732,5.973098693866522e-9,2026-06-20T10:02:14.149
2705,2_1_4_5_5,"[2, 1, 4, 5, 5]",23,47,1,3.33593786,5.895950957626036e-9,2026-06-21T18:54:20.061
2706,5_1_3_4_1,"[5, 1, 3, 4, 1]",20,41,1,3.33600496,6.0150570677021345e-9,2026-06-19T17:49:10.123
2707,3_1_3_4_4,"[3, 1, 3, 4, 4]",21,43,1,3.33604027,5.913665368829914e-9,2026-06-20T12:27:28.837
2708,3_4_4_2_2,"[3, 4, 4, 2, 2]",21,43,1,3.33624061,5.973098693866522e-9,2026-06-19T21:52:07.979
2709,5_1_4_1_4,"[5, 1, 4, 1, 4]",21,43,1,3.33658892,5.9314330030620284e-9,2026-06-20T08:59:05.512
2710,5_1_5_4_2,"[5, 1, 5, 4, 2]",23,47,1,3.33663101,5.913665368829914e-9,2026-06-20T00:29:28.906
2711,4_1_2_5_1,"[4, 1, 2, 5, 1]",19,39,1,3.33665946,5.9018498575420515e-9,2026-06-19T18:49:11.647
2712,5_2_3_3_2,"[5, 2, 3, 3, 2]",21,43,1,3.33692462,6.0150570677021345e-9,2026-06-19T22:49:19.601
2713,2_1_5_5_2,"[2, 1, 5, 5, 2]",21,43,1,3.33693345,5.9077546593084175e-9,2026-06-20T01:46:10.155
2714,3_5_2_2_1,"[3, 5, 2, 2, 1]",19,39,1,3.33705803,5.949254020231208e-9,2026-06-19T15:21:11.611
2715,4_3_1_4_2,"[4, 3, 1, 4, 2]",20,41,1,3.33711746,5.955206249870247e-9,2026-06-19T23:39:02.088
2716,5_1_1_4_1,"[5, 1, 1, 4, 1]",18,37,1,3.33714189,5.831450897795513e-9,2026-06-19T17:20:36.623
2717,3_1_3_2_2,"[3, 1, 3, 2, 2]",17,35,1,3.3371993,5.913665368829914e-9,2026-06-19T21:28:05.930
2718,1_5_5_3_2,"[1, 5, 5, 3, 2]",22,45,1,3.3372244,5.919581992017293e-9,2026-06-19T23:22:02.052
2719,1_1_1_2_2,"[1, 1, 1, 2, 2]",13,27,1,3.33730576,5.825622361651515e-9,2026-06-19T20:55:36.872
2720,3_1_2_1_2,"[3, 1, 2, 1, 2]",15,31,1,3.33742955,5.9018498575420515e-9,2026-06-19T20:01:56.320
2721,4_2_5_2_2,"[4, 2, 5, 2, 2]",21,43,1,3.33745086,5.937367402770419e-9,2026-06-19T22:02:11.287
2722,3_3_2_3_2,"[3, 3, 2, 3, 2]",19,39,1,3.33762326,5.937367402770419e-9,2026-06-19T22:36:09.261
2723,1_4_3_3_2,"[1, 4, 3, 3, 2]",19,39,1,3.33762471,5.955206249870247e-9,2026-06-19T22:50:57.135
2724,1_5_1_2_1,"[1, 5, 1, 2, 1]",16,33,1,3.33763497,5.9018498575420515e-9,2026-06-19T14:56:45.794
2725,3_1_3_1_5,"[3, 1, 3, 1, 5]",19,39,1,3.3376439,5.9018498575420515e-9,2026-06-21T14:00:34.685
2726,4_2_1_2_5,"[4, 2, 1, 2, 5]",20,41,1,3.33766825,5.949254020231208e-9,2026-06-21T14:40:11.992
2727,2_3_2_5_5,"[2, 3, 2, 5, 5]",23,47,1,3.33770168,5.9077546593084175e-9,2026-06-21T18:26:46.094
2728,3_2_4_5_2,"[3, 2, 4, 5, 2]",22,45,1,3.33772602,5.937367402770419e-9,2026-06-20T01:31:15.894
2729,1_1_5_2_5,"[1, 1, 5, 2, 5]",20,41,1,3.33783507,5.913665368829914e-9,2026-06-21T15:28:29.316
2730,2_1_3_5_2,"[2, 1, 3, 5, 2]",19,39,1,3.33787268,5.979074780105508e-9,2026-06-20T01:15:58.073
2731,1_4_2_3_2,"[1, 4, 2, 3, 2]",18,37,1,3.33787976,5.866544779545957e-9,2026-06-19T22:39:00.971
2732,2_2_4_5_2,"[2, 2, 4, 5, 2]",21,43,1,3.3378917,5.9850568454197515e-9,2026-06-20T01:31:02.961
2733,2_1_3_1_2,"[2, 1, 3, 1, 2]",15,31,1,3.33795869,5.925504534787157e-9,2026-06-19T20:16:53.039
2734,3_5_4_2_2,"[3, 5, 4, 2, 2]",22,45,1,3.33796616,6.021075133301117e-9,2026-06-19T21:54:31.217
2735,2_4_3_1_1,"[2, 4, 3, 1, 1]",17,35,1,3.33797742,5.890057953661489e-9,2026-06-19T14:22:01.070
2736,3_1_3_2_4,"[3, 1, 3, 2, 4]",19,39,1,3.33798667,5.913665368829914e-9,2026-06-20T09:58:32.005
2737,5_1_4_4_4,"[5, 1, 4, 4, 4]",24,49,1,3.33803193,5.9671285807267275e-9,2026-06-20T12:41:34.741
2738,5_5_1_2_5,"[5, 5, 1, 2, 5]",24,49,1,3.33806078,5.937367402770419e-9,2026-06-21T14:47:21.764
2739,3_1_1_1_3,"[3, 1, 1, 1, 3]",15,31,1,3.33814106,5.878289610020574e-9,2026-06-20T02:00:23.631
2740,1_3_2_2_1,"[1, 3, 2, 2, 1]",15,31,1,3.33814232,5.955206249870247e-9,2026-06-19T15:19:34.469
2741,3_1_1_5_2,"[3, 1, 1, 5, 2]",18,37,1,3.33817099,5.9671285807267275e-9,2026-06-20T00:48:05.756
2742,4_1_2_3_2,"[4, 1, 2, 3, 2]",18,37,1,3.33826047,5.872414258575902e-9,2026-06-19T22:28:29.663
2743,1_4_5_5_2,"[1, 4, 5, 5, 2]",23,47,1,3.33827161,5.937367402770419e-9,2026-06-20T01:54:06.073
2744,1_1_1_1_2,"[1, 1, 1, 1, 2]",12,25,1,3.33828836,5.937367402770419e-9,2026-06-19T19:44:43.065
2745,1_4_2_4_1,"[1, 4, 2, 4, 1]",18,37,1,3.3382946,5.895950957626036e-9,2026-06-19T17:43:06.099
2746,1_2_3_4_1,"[1, 2, 3, 4, 1]",17,35,1,3.33833754,5.860681167061301e-9,2026-06-19T17:49:45.828
2747,5_1_5_5_5,"[5, 1, 5, 5, 5]",27,55,1,3.33836262,5.9018498575420515e-9,2026-06-21T19:12:32.047
2748,2_4_2_2_5,"[2, 4, 2, 2, 5]",21,43,1,3.33838904,5.9018498575420515e-9,2026-06-21T14:55:34.753
2749,3_3_3_3_4,"[3, 3, 3, 3, 4]",22,45,1,3.33850841,6.003038975664783e-9,2026-06-20T11:16:22.914
2750,1_4_4_1_3,"[1, 4, 4, 1, 3]",19,39,1,3.33852233,5.860681167061301e-9,2026-06-20T02:54:45.477
2751,4_1_3_2_4,"[4, 1, 3, 2, 4]",20,41,1,3.33859279,5.937367402770419e-9,2026-06-20T09:58:20.412
2752,5_2_3_2_5,"[5, 2, 3, 2, 5]",23,47,1,3.3386017,6.003038975664783e-9,2026-06-21T15:11:41.624
2753,1_1_3_1_1,"[1, 1, 3, 1, 1]",13,27,1,3.33863616,5.895950957626036e-9,2026-06-19T14:19:42.472
2754,5_2_4_2_4,"[5, 2, 4, 2, 4]",23,47,1,3.338755,5.955206249870247e-9,2026-06-20T10:19:50.146
2755,5_3_5_2_2,"[5, 3, 5, 2, 2]",23,47,1,3.33880251,5.925504534787157e-9,2026-06-19T22:10:17.819
2756,4_1_2_2_2,"[4, 1, 2, 2, 2]",17,35,1,3.33883163,5.955206249870247e-9,2026-06-19T21:15:49.811
2757,2_4_5_4_1,"[2, 4, 5, 4, 1]",22,45,1,3.33890924,6.003038975664783e-9,2026-06-19T18:23:27.203
2758,5_1_2_1_2,"[5, 1, 2, 1, 2]",17,35,1,3.33895308,5.9018498575420515e-9,2026-06-19T19:59:43.816
2759,4_2_3_4_2,"[4, 2, 3, 4, 2]",21,43,1,3.33897718,5.895950957626036e-9,2026-06-20T00:05:03.652
2760,3_5_2_2_2,"[3, 5, 2, 2, 2]",20,41,1,3.33898835,5.99104489579136e-9,2026-06-19T21:25:57.968
2761,5_1_2_2_3,"[5, 1, 2, 2, 3]",19,39,1,3.33905842,5.937367402770419e-9,2026-06-20T03:29:50.941
2762,1_1_5_4_3,"[1, 1, 5, 4, 3]",20,41,1,3.33914917,5.878289610020574e-9,2026-06-20T06:44:34.771
2763,2_1_2_5_4,"[2, 1, 2, 5, 4]",20,41,1,3.33919786,5.9018498575420515e-9,2026-06-20T13:27:12.083
2764,5_1_1_1_3,"[5, 1, 1, 1, 3]",17,35,1,3.33920825,5.913665368829914e-9,2026-06-20T02:03:16.564
2765,2_1_2_5_1,"[2, 1, 2, 5, 1]",17,35,1,3.33938024,5.961164434716032e-9,2026-06-19T18:46:54.494
2766,5_2_2_1_4,"[5, 2, 2, 1, 4]",20,41,1,3.33940162,5.949254020231208e-9,2026-06-20T08:33:08.539
2767,5_2_4_2_5,"[5, 2, 4, 2, 5]",24,49,1,3.33968112,6.0090450171606994e-9,2026-06-21T15:22:17.569
2768,4_1_4_4_4,"[4, 1, 4, 4, 4]",23,47,1,3.33975629,5.9671285807267275e-9,2026-06-20T12:37:34.837
